name,rarity,attunementRequired,cursed,sentient,weight,baseItem,itemType,conditionImmunities,damageImmunities,damageResistances,firearm,range,weapon,weaponBonus,weaponCategory,weaponProperty,damage1,damage1Type,damage2,grantsProficiency,armor,armorClassBonus,armorClassFixed,requiredStrength,stealth,poison,tattoo,savingThrowBonus,spellAttackBonus,spellSaveDCBonus,charges,recharge,attachedSpells
Crowbar,none,0,0,0,5.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Crown of the Forest,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Crystal Ball,very rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,scrying
Crystal Ball of Mind Reading,legendary,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"scrying,detect thoughts"
Crystal Ball of Telepathy,legendary,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"scrying,suggestion"
Crystal Ball of True Seeing,legendary,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,scrying
Crystalline Chronicle,very rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"detect thoughts,intellect fortress|tce,mage hand,message,mind sliver|tce,rary's telepathic bond,sending,tasha's mind whip|tce,telekinesis,tenser's floating disk"
Cube of Force,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,36,dawn,
Cubic Gate,legendary,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"gate,plane shift"
Cursed Luckstone,uncommon,1,1,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Daern's Instant Fortress,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dagger of Blindsight,rare,1,0,0,1.0,dagger|phb,M,,,,0,20/60,0,0,simple,"F,L,T",1D4,P,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Dagger of Guitar Solos,unknown (magic),0,0,0,1.0,dagger|phb,M,,,,0,20/60,1,0,simple,"F,L,T",1D4,P,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Dagger of Venom,rare,0,0,0,1.0,dagger|phb,M,,,,0,20/60,0,1,simple,"F,L,T",1D4,P,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Dancing Monkey Fruit,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Danoth's Visor,legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,antimagic field
Dark Shard Amulet,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dawnbringer,legendary,1,0,1,3.0,longsword|phb,M,,,,0,,0,2,martial,"F,V",1D8,R,1D8,0,0,0,,0,0,0,0,0,0,0,0,,lesser restoration
Decanter of Endless Water,uncommon,0,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Deck of Illusions,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Deck of Many Things,legendary,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,wish
Deck of Several Things,legendary,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,
"Dekella, Bident of Thassa",artifact,1,0,0,4.0,trident|PHB,M,,,,0,20/60,1,3,martial,"T,V",1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,0,,"dominate monster,true polymorph"
Demon Armor,very rare,1,1,0,65.0,,HA,,,,0,,0,1,,,0,,0,0,0,1,18,15,1,0,0,0,0,0,0,,
Demonomicon of Iggwilv,artifact,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,8,dawn,"magic circle,magic jar,planar ally,planar binding,plane shift,summon fiend|tce,tasha's hideous laughter"
Devastation Orb of Air,very rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Devastation Orb of Earth,very rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Devastation Orb of Fire,very rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Devastation Orb of Water,very rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Devlin's Staff of Striking,none,0,1,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Devotee's Censer,rare,1,0,0,2.0,flail|PHB,M,,,,0,,1,0,martial,,1D8,B,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Diamond,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dice Set,none,0,0,0,0.0,,GS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dimensional Loop,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,1,0,0,0,,
Dimensional Shackles,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dimir Guild Signet,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,disguise self
Dimir Keyrune,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Diplomat's Pack,none,0,0,0,36.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Disguise Kit,none,0,0,0,3.0,,T,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dispelling Stone,very rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Docent,rare,1,0,1,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"detect evil and good,detect magic"
Documancy Satchel,varies,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,comprehend languages
Dodecahedron of Doom,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"light,ray of frost,shocking grasp,darkness"
Dogsled,none,0,0,0,300.0,,VEH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Donkey,none,0,0,0,0.0,,MNT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Draakhorn,artifact,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Draconic Longsword,unknown (magic),0,0,0,3.0,longsword|phb,M,,,,0,,1,0,martial,V,1D8,S,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Draft Horse,none,0,0,0,0.0,,MNT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dragon,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dragon Sensing Longsword,unknown (magic),0,0,0,3.0,longsword|phb,M,,,,0,,0,1,martial,V,1D8,S,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Dragon Thighbone Club,unknown (magic),1,0,0,250.0,greatclub|phb,M,,,,0,,1,0,simple,2H,1D8,B,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Dragon's Blood,none,0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dragonchess Set,none,0,0,0,0.5,,GS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dragongleam,unknown (magic),0,0,0,3.0,spear|phb,M,,,,0,20/60,1,0,simple,"T,V",1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,10,,daylight
Dragonguard,rare,0,0,0,20.0,,MA,,,,0,,0,0,,,0,,0,0,0,1,14,0,0,0,0,0,0,0,0,,
Dragonstaff of Ahghairon,legendary,1,0,0,4.0,,,,,,0,,0,0,simple,V,1D6,B,1D6,0,0,0,,0,0,0,0,0,0,0,10,dawn,command
Dragontooth Dagger,rare,0,0,0,1.0,dagger|phb,M,,,,0,20/60,0,1,simple,"F,L,T",1D4,P,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Dread Helm,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dreamlily,none,0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Driftglobe,uncommon,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"light,daylight"
Drow Poison,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,
Drown,legendary,1,0,0,4.0,trident|phb,M,,,cold,0,20/60,0,1,martial,"T,V",1D6,P,1D6,1,0,0,,0,0,0,0,0,0,0,0,,dominate monster
Drum,none,0,0,0,3.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dulcimer,none,0,0,0,10.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dungeoneer's Pack,none,0,0,0,61.5,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Duplicitous Manuscript,rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"hallucinatory terrain,major image,mirror image,mislead,nystul's magic aura,phantasmal force,silent image"
Duskcrusher,very rare,1,0,0,2.0,warhammer|PHB,M,,,,0,,1,2,martial,V,1D8,R,1D8,0,0,0,,0,0,0,0,0,0,0,0,,sunbeam
Dust of Deliciousness,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dust of Disappearance,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dust of Dryness,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dust of Sneezing and Choking,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dust of the Mummy,none,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,
Dwarven Plate,very rare,0,0,0,65.0,,HA,,,,0,,0,0,,,0,,0,0,0,2,18,15,1,0,0,0,0,0,0,,
Dwarven Thrower,very rare,1,0,0,2.0,warhammer|phb,M,,,,0,20/60,0,3,martial,"T,V",1D8,B,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Dynamite (stick),none,0,0,0,1.0,,EXP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Dyrrn's Tentacle Whip,very rare,1,0,0,3.0,whip|phb,M,,,,0,,1,2,martial,"F,R",1D4,S,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Eagle Whistle,rare,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ear Horn of Hearing,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Earworm,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,4,dawn,"dissonant whispers,detect thoughts"
Efreeti Bottle,very rare,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,wish
Efreeti Chain,legendary,1,0,0,55.0,,HA,,fire,,0,,0,0,,,0,,0,0,0,3,16,13,1,0,0,0,0,0,0,,
Elder Cartographer's Glossography,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Eldritch Claw Tattoo,uncommon,1,0,0,0.0,,,,,,0,,0,1,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Eldritch Claw Tattoo,uncommon,1,0,0,0.0,,,,,,0,,0,1,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Electrum (ep),none,0,0,0,2.0e-2,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Electrum 50-Zib Coin,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Elemental Essence Shard,rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Elemental Essence Shard (Air),rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Elemental Essence Shard (Earth),rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Elemental Essence Shard (Fire),rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Elemental Essence Shard (Water),rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Elemental Gem, Blue Sapphire",uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,conjure elemental
"Elemental Gem, Emerald",uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,conjure elemental
"Elemental Gem, Red Corundum",uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,conjure elemental
"Elemental Gem, Yellow Diamond",uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,conjure elemental
Elephant,none,0,0,0,0.0,,MNT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Elixir of Health,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Elven Chain,rare,0,0,0,20.0,,MA,,,,0,,0,0,,,0,,0,1,0,1,13,0,0,0,0,0,0,0,0,,
Elven Trinket,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Emblem,none,0,0,0,0.0,,SCF,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Embroidered glove set with jewel chips,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Embroidered silk and velvet mantle set with numerous moonstones,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Embroidered silk handkerchief,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Emerald,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Enchanted Three-Dragon Ante Set,none,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Enduring Spellbook,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Entertainer's Pack,none,0,0,0,38.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ephixis, Bow of Nylea",artifact,1,0,0,2.0,shortbow|PHB,R,,,,0,80/320,1,3,simple,"A,2H",1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,0,,"awaken,wall of thorns,ice storm"
Ersatz Eye,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Essence of Ether,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,
Everbright Lantern,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Eversmoking Bottle,uncommon,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Exotic Saddle,none,0,0,0,40.0,,TAH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Explorer's Pack,none,0,0,0,59.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Explosive Seed,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Eye Agate,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Eye of Vecna,artifact,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,8,dawn,"wish,clairvoyance,crown of madness,disintegrate,dominate monster,eyebite"
Eye patch with a mock eye set in blue sapphire and moonstone,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Eye patch with a mock eye set in blue sapphire and moonstone (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Eyes of Charming,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,charm person
Eyes of Minute Seeing,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Eyes of the Eagle,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Failed Experiment Wand,rare,1,0,0,1.0,,WD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,2,dawn,"fireball,lightning bolt"
Falkir's Helm of Pigheadedness,unknown (magic),0,1,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fane-Eater,legendary,1,0,0,4.0,battleaxe|phb,M,,,,0,,0,3,martial,V,1D8,S,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Far Gear,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,1,0,0,0,,"conjure celestial,bane"
Far Realm Shard,rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Feather of Diatryma Summoning,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Feather Token,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Feathered mantle with emerald clasp (Sun Empire),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Feed (per day),none,0,0,0,10.0,,TAH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Feywild Shard,uncommon,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Figurine of Wondrous Power, Bronze Griffon",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Figurine of Wondrous Power, Ebony Fly",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Figurine of Wondrous Power, Golden Lions",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Figurine of Wondrous Power, Ivory Goats",rare,0,0,0,0.0,,,,,,0,,0,1,,,0,,0,0,0,0,,0,0,0,0,0,0,0,24,,
"Figurine of Wondrous Power, Marble Elephant",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Figurine of Wondrous Power, Obsidian Steed",very rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Figurine of Wondrous Power, Onyx Dog",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Figurine of Wondrous Power, Serpentine Owl",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Figurine of Wondrous Power, Silver Raven",uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,animal messenger
Finder's Goggles,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,locate creature
Fine Clothes,none,0,0,0,6.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fine gold chain set with a fire opal,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fine gold chain with fire opals (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fine robe with dinosaur feathers and silver embroidery (Sun Empire),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fine steel rapier with gold filigree hilt (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fine Wine (Bottle),none,0,0,0,0.0,,FD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Finely articulated jade glove (River Heralds),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fire Absorbing Tattoo,very rare,1,0,0,0.0,,,,,fire,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Fire Opal,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fishing Tackle,none,0,0,0,4.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Flame Tongue Shortsword of Greed,unknown (magic),1,0,0,2.0,shortsword|phb,M,,,,0,,1,0,martial,"F,L",1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Flask,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Flensing Claws (Huge),unknown,0,0,0,0.0,,OTH,,,,0,,0,0,,,2D8,S,2D8,0,0,0,,0,0,0,0,0,0,0,0,,
Flensing Claws (Large),unknown,0,0,0,0.0,,OTH,,,,0,,0,0,,,1D12,S,1D12,0,0,0,,0,0,0,0,0,0,0,0,,
Flensing Claws (Medium),unknown,0,0,0,0.0,,OTH,,,,0,,0,0,,,1D10,S,1D10,0,0,0,,0,0,0,0,0,0,0,0,,
Flensing Claws (Small),unknown,0,0,0,0.0,,OTH,,,,0,,0,0,,,1D8,S,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Flour,none,0,0,0,1.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Flute,none,0,0,0,1.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Flying Chariot,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,1,,0,0,0,0,0,0,0,0,,
Folding Boat,rare,0,0,0,4.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Force Absorbing Tattoo,very rare,1,0,0,0.0,,,,,force,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Forgery Kit,none,0,0,0,5.0,,T,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fragmentation Grenade,none,0,0,0,1.0,,EXP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Fulminating Treatise,rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"contingency,fireball,gust of wind,leomund's tiny hut,magic missile,thunderwave,wall of force"
Galder's Bubble Pipe,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Galley,none,0,0,0,0.0,,SHP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Garnet,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gauntlets of Flaming Fury,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gauntlets of Ogre Power,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gavel of the Venn Rune,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gem of Brightness,uncommon,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,50,,
Gem of Seeing,rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Ghost Lantern,rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,mage hand
Ghost Step Tattoo,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,3,dawn,
Ghost Step Tattoo,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,3,dawn,
Ginger,none,0,0,0,1.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Glamoured Studded Leather,rare,0,0,0,13.0,,LA,,,,0,,0,0,,,0,,0,0,0,1,12,0,0,0,0,0,0,0,0,,
Glass Bottle,none,0,0,0,2.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Glassblower's Tools,none,0,0,0,5.0,,AT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Glaur,none,0,0,0,0.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gloves of Missile Snaring,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gloves of Soul Catching,legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gloves of Swimming and Climbing,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gloves of Thievery,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
